Startdatum,Einddatum,Hele dag?,Starttijd,Eindtijd,Terugkerend?,Titel,Omschrijving,Categoriën,Toegelaten?,Locatie,Adres,WebURL,URL omschrijving,OV,Entree,Image,Hovers,Clicks,CTR
04/08/2017,06/08/2017,Nee,12:00,22:00,Nee,Biermeile - 21e Internationale Bierfestival Berlin,"Voor de 21e keer vindt in Berlijn de Biermeile plaats, een van de grootste bierfestivals ter wereld. Meer dan 340 verschillende bierbrouwers uit 87 landen zetten hun standjes op langs de Karl Marx Alee in Berlijn Friedrichshain. Het is laid-back, gezellig en het is vrijwel altijd mooi weer! Met de speciale bierpul van het festival kun je voor kleine bedragen veel biertjes proveven. Lees meer over dit festival in mijn artikel: <a href=""//wattedoeninberlijn.nl/biermeile-in-berlijn/"">De biermeile in Berlijn - De langste biergarten ter wereld""</a>",,Ja,"Karl Marx Allee, van Strausberger Platz tot Frankfurter Tor","Karl Marx Allee, Friedrichshain",//www.bierfestival-berlin.de,bierfestival-berlin.de,U5 Strausberger Platz,"0,00",http://www.bierfestival-berlin.de/images/f006.jpg,61,6,"9,84%"
10/09/2017,11/09/2017,Nee,09:00,19:00,Nee,Tag des offenen Denkmals 2017,"Elk jaar gaan de normaal gesloten deuren bij veel monumenten weer open! Normaliter kom je niet in de projectorruimte van het Kino International, of in een oude brouwerij, maar met Tag des offenen Denkmals wel. Superleuk, want zo kun je veel meer zien van Berlijn dan normaal! Er zijn veel rondleidingen  en tours, velen kun je van te voren boeken, maar bij een boel kun je ook aan komen lopen en gewoon meegaan. Bekijk de website voor een duidelijk overzicht van alle toffe open monumenten, of download de handige app 'Denkmal'. In 2015 bezocht ik het <a href=""//wattedoeninberlijn.nl/kino-international/"">Kino International</a> en de <a href=""//wattedoeninberlijn.nl/stasigevangenis-berlijn/"">Stasigevangenis</a> in Hohenschönhausen..",,Ja,Monumenten door heel Berlijn,Overal door de stad,//tag-des-offenen-denkmals.de/programm/,tag-des-offenen-denkmals.de,,"0,00",https://tag-des-offenen-denkmals.de/material/2016-denkmaltag-fb.jpg,51,2,"3,92%"
16/09/2017,03/10/2017,Nee,12:00,22:00,Nee,Oktoberfest 2017,"Het jaarlijks terugkerende Oktoberfest is natuurlijk écht iets uit Beieren, maar ook in Berlijn wordt het tegenwoordig gevierd. Met een groot feest op de Berliner Zentraler Festplatz in Reinickendorf, kan iedere liefhebber van worst, bier en Beiers feest hier zijn hart ophalen! Er is een soort kermis, er zijn grote tenten waar je uitgebreid bier kunt drinken op Beierse muziek, je kunt er natuurlijk héél veel eten en al met al genieten van een gezellige dag. Elke woensdag is het gezinsdag, dan zijn de prijzen gehalveerd. Kijk op de website voor de juiste openingstijden, die verschillen per dag! Maandag en dinsdags gesloten.",,Ja,Zentraler Festplatz Berlin,"Kurt-Schumacher-Damm 207, Reinickendorf",//www.berliner-oktoberfest.de/oktoberfest-berlin.html,berliner-oktoberfest.de,U6 Kurt Schumacher Damm,"0,00",https://www.berliner-oktoberfest.de/pic-schaustellerverband/602-berliner-oktoberfest.jpg,80,12,"15,00%"
16/09/2017,17/09/2017,Nee,12:00,20:00,Nee,The Green Market Berlin - Autumn Edition 2017,"De herfsteditie van de leukste Vegan markt van Berlijn. Met muziek, workshops, make up en vegan fashion, lekker eten en drinken en natuurlijk ook entertainment voor de kleintjes.",,Ja,Agora Rollberg,"Agora Rollberg, am Sudhaus 2, 12053 Berlin",//greenmarketberlin.com,greenmarketberlin.com,U8 Boddinstrasse,"3,00",http://greenmarketberlin.com/wp-content/uploads/12119910_665088973626969_5951885529229685545_o.jpg,50,2,"4,00%"
24/09/2017,24/09/2017,Nee,09:15,12:00,Nee,44e BMW Marathon van Berlijn,"Zoals elk jaar, trapt de herfst af met een van de mooiste loopevents ter wereld: de Berlijnse marathon! De 42,195 kilometer lopen langs een prachtige route door het hele centrum van Berlijn en is daarmee een van de grootste evenementen van het jaar. Als je niet meedoet kun je langs de route de lopers aanmoedigen en genieten van de gave en gezellige sfeer in de stad! Een kaartje van de route is <a href=""//www.bmw-berlin-marathon.com/files/events/berlin-marathon/assets/img/bm-16-strecke.jpg"">hier</a> te bekijken.<br/><br/>De snelste marathon ter wereld is helaas al wel <b>uitverkocht</>!",,Ja,Start bij de Brandenburger Tor,Bekijk de route voor meer info,//www.bmw-berlin-marathon.com,bmw-berlin-marathon.com,S Brandenburger Tor,"0,00",https://www.bmw-berlin-marathon.com/files/events/berlin-marathon/assets/img/bm-16-strecke.jpg,67,3,"4,48%"
29/09/2017,15/10/2017,Nee,19:00,23:00,Nee,Berlin Leuchtet 2017,Het lichtfestival voor 2017 is alweer aangekondigd! Nog even wachten op meer details!,,Ja,,Diverse locaties door de stad,//berlin-leuchtet.com,berlin-leuchtet.com,,"0,00",https://scontent-fra3-1.xx.fbcdn.net/v/t31.0-8/15972552_1288551407850801_5626920563053489912_o.jpg?oh=9b5a1fbc192847283259066b1e7427d2&oe=59169C60,98,9,"9,18%"
01/10/2017,03/10/2017,Nee,10:00,22:00,Nee,Fest zum Tag der deutschen Einheit 2017,"Het hoogtepunt van Tag der Deutschen Einheit (Duitse eenheid in 1990) is natuurlijk het grote feest op de Strasse des 17 Juni, voor de Brandenburger Tor. Ook dit jaar is er weer een grote 'Festmeile', waar activiteiten voor iedereen zijn. Denk aan livemuziek, een gezellige biergarten, straattheater en een Big Band. Er komt geen groot podium zoals in 2015, maar meerdere kleine podia, waar verschillende acts zullen optreden. Jong talent, straatkunstenaars en nog veel meer. Uiteraard staan er ook genoeg voedsel- en drankkraampjes voor een gezellig weekend.",,Ja,Festmeile voor de Brandenburger Tor,"Strasse des 17 Juni 1953, Tiergarten",//www.berlin.de/events/2716319-2229501-tag-der-deutschen-einheit-am-brandenburg.html,berlin.de,S+U Hauptbahnhof,"0,00",https://www.berlin.de/binaries/asset/image_assets/3642849/source/1443429370/667x500/,48,1,"2,08%"
06/10/2017,15/10/2017,Nee,19:00,23:00,Nee,Festival of Lights 2017,"Festival of Lights zet Berlijn in kleurrijk licht! Jaarlijks keert dit prachtige lichtfestival weer terug en worden beroemde Berlijnse bezienswaardigheden kleurrijk verlicht. Het festival is de concurrent van Berlin Leuchtet, dat de commercie van het Festival of Lights on-Berlijns vond en zo haar eigen festival besloot te organiseren. Samen zorgen ze er echter voor dat een avondwandeling door Berlijn een geheel nieuwe betekenis krijgt!<br/><br/>Meer weten? <a href=""//wattedoeninberlijn.nl/festival-of-lights-berlijn/"">Lees dan mijn blog hier over</a> of <a href=""//wattedoeninberlijn.nl/festival-of-lights-berlijn/"">meldt je aan</a> voor een tour!",,Ja,"Verschillende venues door de hele stad, zie website",Diverse locaties door de stad,//festival-of-lights.de,festival-of-lights.de,S Brandenburger Tor,"0,00",https://scontent.xx.fbcdn.net/t31.0-8/12113394_10153061493266512_612435597472262468_o.jpg,47,11,"23,40%"
16/12/2017,17/12/2017,Nee,12:00,20:00,Nee,The Green Market Berlin - Winter Edition 2017,"De wintereditie van de leukste Vegan markt van Berlijn. Met muziek, workshops, make up en vegan fashion, lekker eten en drinken en natuurlijk ook entertainment voor de kleintjes.",,Ja,Agora Rollberg,"Agora Rollberg, am Sudhaus 2, 12053 Berlin",//greenmarketberlin.com,greenmarketberlin.com,U8 Boddinstrasse,"3,00",http://greenmarketberlin.com/wp-content/uploads/20160918_Green_Market_202.jpg,1,no data,no data
15/04/2017,16/04/2017,Nee,12:00,18:00,Nee,Badeschiff / Pre-opening 2017 - UITGESTELD,"De opening is vanwege het weer uitgesteld naar 29 april - Ook bij het Badeschiff begint seizoen 2017 met een feestje! In het paasweekend wordt er een fijne strandparty georganiseerd. Zwemmen kan dan nog niet maar genieten van de zon in fijne ligstoelen aan het leukste stadsstrand van Berlijn is een must! Zwemmen, yoga en stand up peddeling is weer mogelijk vanaf 1 Mei",,Ja,Arena Berlin,"Eichenstrasse 4, Treptow",//www.arena.berlin/veranstaltungsort/badeschiff/,arena.berlin/veranstaltungsort/badeschiff/,U1 Schlesische Tor,"5,50",http://www.arena.berlin/wp-content/uploads/2015/07/ASS3799.jpg,no data,no data,no data
16/04/2017,16/04/2017,Nee,10:00,16:00,Nee,Super Oster Brunch,"In de supertoffe venue Super Concept Space, bovenop shopping mall <a href=""https://wattedoeninberlijn.nl/bikini-berlin/"" target=""_blank"">Bikini Berlin</a>, is op paaszondag een grote brunch!&nbsp;Voor 21,50 per persoon kun je uitgebreid brunchen van een groot buffet, met heerlijk uitzicht over de dierentuin en Tiergarten. Je krijgt er een feestelijk drankje bij, de overige drankjes zijn op eigen kosten. Voor de kleintjes is er een kleine verrassing van de paashaas.",,Ja,Bikini Berlin,"Budapester str. 50, Charlottenburg",//www.facebook.com/events/356483858081274/,Facebook event,S+U Zoologischer Garten,"21,50",https://wattedoeninberlijn.nl/wp-content/uploads/2015/03/17358663_697983080388564_5713975538447061568_o-767x512.jpg,,,
16/04/2017,16/04/2017,Nee,10:00,13:00,Nee,Osterbrunch in Hofbräu München,"Zin in een klassieke Beierse&nbsp;paasbrunch? In de grote Hofbräu vlakbij Alexanderplatz kun je op paaszondag uitgebreid brunchen (warm en koud buffet). Dit is voor de hele familie geschikt, voor de kinderen is er een uitgebreide speelhoek en zijn er activiteiten. Uiteraard komt ook de paashaas langs, voor de allerkleinste kinderen. Vooraf even reserveren via de <a href=""http://www.hofbraeu-wirtshaus.de/veranstaltungen/osterbrunch/"" target=""_blank"">website</a>.",,Ja,Hofbräu Munchen,"Karl-Liebknecht-Straße 30, Mitte",//www.hofbraeu-wirtshaus.de/veranstaltungen/osterbrunch/,Hofbraeu-wirtshaus.de,S+U Alexanderplatz,"0,00",https://wattedoeninberlijn.nl/wp-content/uploads/2015/03/15230775_1298917756797077_6648531647692784229_n-767x400.jpg,,,
16/04/2017,17/04/2017,Nee,10:00,15:00,Nee,Vegan Osterbrunch bij Pêle Mêle,"Naast allerlei verse en huisgemaakte smeersels, kun je rekenen op allerlei salades, verse groenten, warme soepen en roertofu. Daarnaast is er genoeg zoetigheid om de brunch af te sluiten. Bij <a href=""https://wattedoeninberlijn.nl/pele-mele-vegan-ontbijten-in-berlijn/"" target=""_blank"">Pêle Mêle</a> ontbijt je niet alleen vegan, er zijn ook veel glutenvrije en sojavrije opties. En eten van de brunch is natuurlijk onbeperkt, tot je helemaal vol zit en een lange paaswandeling moet gaan maken. Als je zeker wil zijn van een plekje, kun je telefonisch reserveren voor een van de twee dagen, op twee tijdslots; tussen 10 en 12.30 of 12.30 en 15.00 uur. Telefoon: 0049&nbsp;30 36467523. Kosten: 13.50 per persoon.",,Ja,Pele Mele,"Innstrasse 26, Neukölln",,,U7 Karl Marx Strasse,"0,00",https://wattedoeninberlijn.nl/wp-content/uploads/2015/06/IMG_9845-648x502.jpg,,,
16/04/2017,16/04/2017,Nee,10:00,14:00,Nee,Osterfrühstück @ Stone Brewing Berlin,"Is bier jouw passie? Dan kun je ook uitgebreid paasontbijten bij Stone Brewing World Bistro &amp; Gardens, een grote brouwerij in Berlijn. Op het menu staan biologische lekkernijen en er staan 50 craft bieren op de tap. Bovendien zijn er ook leuke activiteiten voor kinderen, zodat iedereen het naar z’n zin heeft. Reserveren kan via <a href=""mailto:bistro.berlin@stonebrewing.eu"" target=""_blank"">email</a> of telefoon:&nbsp;+49 (0) 30 21 23 43 0",,Ja,Stone Brewing Berlin,"Im Marienpark 23, 12107 Berlin",//www.stonebrewing.eu/,Stonebrewing.eu,U6 Alt-Mariendorf,"0,00",http://www.stonebrewing.eu/sites/stonebrewing.eu/files/image_left_field/stoneberlin_0_0.jpg,,,
16/04/2017,16/04/2017,Nee,10:00,18:00,Nee,Breakfast market – Oster Edition in Markthalle Neun ,"Elke derde zondag van de maand is er een leuke breakfast market in Markthalle Neun en met Pasen is het natuurlijk geen uitzondering. Geniet van allerlei handgemaakte ontbijtjes, met Eggs benedict, vietnamese porridge, smoothies en misschien zelfs een slokje bloody mary. Ook kun je heerlijke broodjes en andere fijne gerechten krijgen, zoals van Aunt Benny of Salumeria del Sud. Ben je eerder in voor warme gerechten? Dan kun je je verheugen op Big Stuff Smoked BBQ, Humble Pie, Mogg, Tatas en nog vele anderen! Ben je meer een zoetekauw? Dan staan Brammibal’s, Aldemir Eis, Apfel on Tour en Paletas voor je op de markt.",,Ja,Markthalle Neun,"Eisenbahnstrasse 42/43, Kreuzberg",//markthalleneun.de/,Markthalleneun.de,U1 Görlitzer Bahnhof,"3,00",https://wattedoeninberlijn.nl/wp-content/uploads/2017/03/17240273_1447442561953104_7748470577809016964_o-767x284.jpg,,,
14/04/2017,01/05/2017,Nee,11:00,21:00,Nee,Paasmarkt met Biergarten op Alexanderplatz,"Natuurlijk is er weer een Bergmann-markt op Alexanderplatz, zoals ook met kerstmis en Oktoberfest. In de lente bouwen ze het Ostereier-partyhaus weer op, is er een kleine kinderboerderij en staan er tientallen kraampjes waar handgemaakte spulletjes worden verkocht. En het zou Bergmann niet zijn, als je op deze markt geen lekkere worst of bier kunt krijgen.",,Ja,Alexanderplatz,Alexanderplatz,,,S+U Alexanderplatz,"0,00",,,,
15/04/2017,23/04/2017,Nee,11:00,21:00,Nee,Paasmarkt met biergarten op de Breitscheidplatz,Op de Breitscheidplatz aan de Kurfürstendamm is eenzelfde markt zoals op Alexanderplatz. Deze duurt echter wat korter en is precies voor de paasweek.,,Ja,Breidscheitplatz,Breidscheitplatz,,,S+U Zoologischer Garten,"0,00",,,,
16/04/2017,16/04/2017,Nee,10:00,17:30,Nee,Nowkoelln Flowmarkt,"Een vrolijke en gezellige, ietwat multi-culti vlooienmarkt. En waar anders dan op het snijvlak tussen Neukölln en Kreuzberg? Aan de prachtige Maybachufer is op Paaszondag weer een fijne vlooienmarkt te vinden, die je eigenlijk niet over mag slaan. Alle tweedehands winkeltjes uit de Reuterkiez en de hippe winkeltjes en foodtentjes uit de Graefekiez zijn hier te vinden!",,Ja,,"Maybachufer 39-50, Neukölln",,,U8 Schönleinstrasse,"0,00",https://wattedoeninberlijn.nl/wp-content/uploads/2016/03/477448_388052927871601_1401838052_o-300x199.jpg,,,
16/04/2017,16/04/2017,Nee,11:00,17:00,Nee,Street Food Markt auf Achse ,"Elke zondag een traditie in de leuke Kulturbrauerei, de street food markt ‘Auf Achse’. Talloze foodstandjes komen naar de binnenplaats van de Kulturbrauerei en vormen samen een gezellige markt waar je allerlei lekkere etenswaren kunt proeven. Lees meer: <a href=""https://wattedoeninberlijn.nl/street-food-markt-auf-achse/"" target=""_blank"">Auf Achse, Street food markt in de Kulturbrauerei</a>",,Ja,Kulturbrauerei,"Knaackstrasse 1, Prenzlauer Berg",//wattedoeninberlijn.nl/street-food-markt-auf-achse/,Steetfood markt auf Achse,U2 Eberswalderstrasse,"0,00",https://wattedoeninberlijn.nl/wp-content/uploads/2016/02/2015-Street-Food-Auf-Achse-Berlijn-10-767x511.jpg,,,
16/04/2017,16/04/2017,Nee,11:00,19:00,Nee,Ostern: WHITE PONY – Sonntagsmarkt an der Greifswalder ,"Op een oud rangeerterrein bij Greifswalderstrasse in Prenzlauer Berg vindt dit jaar de eerste markt van het seizoen plaats. Hier koop je van allerlei dingen, van design, kunst en mode, tot tweedehands kleding, beauty en accessoires en nog veel meer leuke producten. Natuurlijk is er ook wat te happen in een hip pop-up restaurant van J.Kinski en is er een grote Brunch. Live DJ’s kleden de paaszondag verder aan, zodat het alleen maar een fijne dag kan worden!",,Ja,,"Greifswalder strasse 80, Prenzlauer Berg",,,S-bahn Greifswalder Strasse,"0,00",https://wattedoeninberlijn.nl/wp-content/uploads/2015/03/17436252_583022411891133_7479779439812535850_o-767x273.jpg,,,
29/03/2017,17/04/2017,Nee,14:00,22:00,Nee,Britzer Baumblüte 2017,"Jaarlijks is het begin van de lente weer echt een feest in Berlijn. De Britzer Baumblüte is hét lentefeest en wordt gevierd op moment dat de bomen in bloei staan. Het park is bijzonder mooi om te zien als het vol bloesem en andere voorjaarspracht staat. In het paasweekend staat de paashaas voor de kleinere kinderen klaar om eieren uit te delen en op de foto te gaan, op zaterdag is er een vuurwerkshow.",,Ja,,"Gutspark Britz, Parchimer/Fulhamer Allee, Britz. ",,,U7 Parchimer Allee,"0,00",https://wattedoeninberlijn.nl/wp-content/uploads/2015/03/BritzerBaumbluete17-767x474.jpg,,,
16/04/2017,16/04/2017,Nee,14:00,20:00,Nee,Paarderennen op Paaszondag,Op de traprennbahn in Hoppegarten wordt traditiegetrouw met Pasen paarderennen georganiseerd. Op paaszondag wordt de prijs van Dahlwitz verreden. Een waar spektakel en groot familiefeest.,,Ja,Hoppegarten,"Goetheallee 1, Hoppegarten",//www.hoppegarten.com/eintritt.html,Hoppegarten,"S5 Hoppegarten (let op, Zone C!)","10,00",https://wattedoeninberlijn.nl/wp-content/uploads/2015/03/Hop03101401011-767x512.jpg,,,
26/03/2017,28/03/2017,Nee,14:00,22:00,Nee,Paasvuren door heel Berlijn,"Waar Pasen is, is een paasvuur. Een van de leukste plekken om dit bij te wonen, is aan de Weissensee, bij het strandbad. Hier komen traditiegetrouw veel Berlijners met hun kinderen naartoe maar ook met z’n twee is het leuk om hier wat rond te wandelen, te genieten van een bratwurst en een biertje. Want ook al is het Pasen, een samenkomst bij een paasvuur staat altijd voor gezelligheid.",,Ja,Weissensee,"Berliner Allee 155, Weissensee",,,M4 (halte Falkenberger str. Berliner Alee),"0,00",https://images02.qiez.de/Osterfeuer.jpg/465x349/0/180.262.966/180.262.961,,,
